sku_id,block_count,actual_total,forecast_total,absolute_error,mean_block_absolute_error,block_naive_scale,block_wmape_percent,block_mase,lifecycle_tier,frequency_tier,recency_tier,abc_units_tier,abc_value_tier,strategy_tier,forecast_mode
0928335036000,6,0.0,22.916666666666664,22.916666666666664,3.819444444444444,4.384615384615385,,0.871101364522417,established,rare_0_1,recent_0_2,A,C,inventory_policy_priority,inventory_policy_plus_range
0928340021000,6,93.0,17.23954200744629,75.76045799255371,12.626742998758951,11.23076923076923,81.46285805650936,1.124299034136071,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
0928340027000,6,49.0,17.92766284942627,35.446184158325195,5.907697359720866,7.615384615384615,72.33915134352081,0.7757582391552653,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
0928345012000,6,34.0,11.046560168266296,24.25427997112274,4.042379995187123,5.230769230769231,71.33611756212571,0.7728079402563618,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
0928906003000,6,580.0,65.95008945465088,514.0499105453491,85.67498509089152,50.92307692307692,88.62929492161192,1.6824392842622204,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
0928948004000,6,3.0,11.234493704094188,8.489662469396125,1.414943744899354,3.9166666666666665,282.9887489798708,0.36126223274026065,established,occasional_2_3,recent_0_2,A,C,cautious_point_forecast,cautious_point_plus_range
0930508011000,6,6.0,6.666666666666667,12.666666666666668,2.111111111111111,,211.11111111111111,,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
0931912047000,6,20.0,53.33333333333333,41.33333333333333,6.888888888888888,14.0,206.66666666666666,0.49206349206349204,established,rare_0_1,recent_0_2,A,C,inventory_policy_priority,inventory_policy_plus_range
0932010024000,6,44.0,6.841495633125305,41.611857175827026,6.935309529304504,6.769230769230769,94.57240267233415,1.02453436228362,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
0938019004000,6,3.0,3.715916335582733,3.8502978682518005,0.6417163113753,2.076923076923077,128.34326227506003,0.3089745202918111,established,recurring_4_6,recent_3_5,B,C,cautious_point_forecast,cautious_point_plus_range
0938168001000,6,5.0,4.548770495698873,8.032513663799248,1.3387522772998748,0.9166666666666666,160.65027327598494,1.4604570297816817,established,occasional_2_3,stale_6_11,C,C,inventory_policy_priority,inventory_policy_plus_range
0940307333000,6,5.0,4.9346320033073425,4.624186933040619,0.7706978221734365,5.538461538461538,92.48373866081238,0.1391537734479816,established,recurring_4_6,recent_3_5,B,C,cautious_point_forecast,cautious_point_plus_range
09403M07311000,6,28.0,10.599707961082458,21.083420157432556,3.5139033595720925,5.230769230769231,75.2979291336877,0.6717756422711353,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
09409063095ES,6,2.0,49.65260160497021,47.65260160497021,7.942100267495035,12.4,2382.6300802485102,0.6404919570560512,established,occasional_2_3,stale_6_11,A,C,inventory_policy_priority,inventory_policy_plus_range
09409063145PK,6,71.0,9.459696531295776,78.16657543182373,13.027762571970621,20.33333333333333,110.09376821383624,0.6407096346870799,established,recurring_4_6,recent_0_2,B,C,point_forecast_priority,point_forecast_plus_range
0940906322000,6,7.0,75.40198758987984,68.40198758987984,11.400331264979974,,977.1712512839977,,cold_start,rare_0_1,no_history,C,C,inventory_policy_priority,inventory_policy_plus_range
09409073255PK,6,9.0,15.416666666666668,15.25,2.5416666666666665,3.75,169.44444444444446,0.6777777777777777,established,rare_0_1,recent_0_2,B,C,inventory_policy_priority,inventory_policy_plus_range
0940907332000,6,14.0,90.58331298828125,76.58331298828125,12.763885498046875,56.76923076923077,547.023664202009,0.22483809142901,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
0940908322000,6,5.0,15.666666666666668,12.666666666666668,2.111111111111111,4.125,253.33333333333334,0.5117845117845118,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
0940908327000,6,81.0,66.84983253479004,49.880897521972656,8.313482920328775,35.07692307692308,61.58135496539834,0.2370071885181449,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
0940908352000,6,18.0,56.34923605209794,40.79806617313569,6.799677695522615,,226.65592318408716,,cold_start,rare_0_1,no_history,C,C,inventory_policy_priority,inventory_policy_plus_range
0940909309000,6,4.0,16.06160071942447,12.061600719424467,2.0102667865707446,4.363636363636363,301.54001798561166,0.460686138589129,dormant,occasional_2_3,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
0940910313000,6,1.0,17.833333333333336,16.833333333333336,2.805555555555556,4.727272727272728,1683.3333333333335,0.5934829059829059,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
0940910318000,6,6.0,41.60754732629746,35.60754732629746,5.934591221049576,14.615384615384617,593.4591221049576,0.4060509782823394,established,occasional_2_3,stale_6_11,B,C,inventory_policy_priority,inventory_policy_plus_range
0940915304000,6,27.0,14.166666666666666,24.166666666666664,4.027777777777778,3.125,89.50617283950616,1.2888888888888888,established,rare_0_1,stale_6_11,A,C,inventory_policy_priority,inventory_policy_plus_range
09409M06L05000,6,23.0,58.99999999999999,52.33333333333333,8.722222222222221,16.846153846153847,227.53623188405797,0.5177574835109081,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
09409M07308P4Z,6,0.0,15.333333333333334,15.333333333333334,2.555555555555556,4.4,,0.5808080808080808,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
09409M07308R8J,6,1.0,10.0,9.0,1.5,3.076923076923077,900.0,0.4875,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
09409M07L025PK,6,1.0,36.447861194610596,35.447861194610596,5.907976865768433,39.91666666666666,3544.7861194610596,0.14800777116747643,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
09409M08308R8J,6,15.0,31.166666666666668,27.166666666666668,4.527777777777778,10.153846153846152,181.11111111111114,0.4459175084175085,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
09409M15L01000,6,176.0,74.59125709533691,134.3700656890869,22.395010948181152,65.15384615384616,76.34662823243575,0.3437250794880224,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
0944829004000,6,1.0,6.666666666666666,7.666666666666666,1.2777777777777777,,766.6666666666666,,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
0947112236000,6,0.0,15.201366186141968,15.201366186141968,2.533561031023661,1.875,,1.3512325498792859,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
09471M12182000,6,6.0,8.685605645179749,10.429412484169006,1.7382354140281677,4.461538461538462,173.82354140281677,0.389604489351141,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
1161054G30000,6,5.0,2.7538045048713684,6.547816455364227,1.0913027425607045,2.1,130.95632910728455,0.5196679726479545,established,recurring_4_6,recent_3_5,C,B,cautious_point_forecast,cautious_point_plus_range
1161060R00000,6,11.0,2.9347826086956514,10.021739130434783,1.6702898550724639,0.7142857142857143,91.10671936758894,2.338405797101449,established,occasional_2_3,recent_0_2,C,B,cautious_point_forecast,cautious_point_plus_range
1161061M01000,6,2.0,6.9757340253284905,4.9757340253284905,0.829289004221415,1.6666666666666667,248.78670126642453,0.497573402532849,established,occasional_2_3,stale_6_11,B,B,inventory_policy_priority,inventory_policy_plus_range
1161073K00000,6,1.0,26.141133018336287,25.141133018336287,4.190188836389381,4.461538461538462,2514.1133018336286,0.9391802564321026,established,occasional_2_3,stale_6_11,A,A,inventory_policy_priority,inventory_policy_plus_range
11610M65L00000,6,8.0,12.031956911087036,8.077852725982666,1.3463087876637776,6.769230769230769,100.97315907478333,0.19888652545033078,established,recurring_4_6,recent_0_2,A,B,point_forecast_priority,point_forecast_plus_range
11610M67P10000,6,13.0,11.953491926193237,9.700479984283447,1.6167466640472412,4.230769230769231,74.61907680218036,0.3821401205929843,established,recurring_4_6,recent_0_2,A,A,point_forecast_priority,point_forecast_plus_range
11610M76M00000,6,13.0,5.48031485080719,7.51968514919281,1.2532808581988018,2.8461538461538463,57.84373191686777,0.44034192315093035,established,recurring_4_6,recent_0_2,A,A,point_forecast_priority,point_forecast_plus_range
11610M79F30000,6,3.0,4.6692017912864685,4.5855050683021545,0.7642508447170258,3.692307692307693,152.85016894340515,0.20698460377752778,established,recurring_4_6,recent_3_5,C,C,cautious_point_forecast,cautious_point_plus_range
11610M79G50000,6,3.0,5.868021905422211,5.110225856304169,0.8517043093840281,7.3076923076923075,170.34086187680563,0.11654901075781438,established,recurring_4_6,recent_3_5,A,C,cautious_point_forecast,cautious_point_plus_range
11620M65L10000,6,5.0,4.346635937690735,4.871205687522888,0.8118676145871481,4.75,97.42411375045776,0.17091949780782065,established,recurring_4_6,recent_0_2,C,C,cautious_point_forecast,cautious_point_plus_range
11620M67P00000,6,1.0,11.019527137291092,10.019527137291092,1.6699211895485153,2.6923076923076925,1001.9527137291093,0.6202564418323057,established,occasional_2_3,recent_3_5,C,C,cautious_point_forecast,cautious_point_plus_range
11620M68K00000,6,11.0,4.66506153345108,8.853794395923615,1.4756323993206024,6.923076923076923,80.48903996294194,0.21314690212408702,established,recurring_4_6,stale_6_11,B,B,inventory_policy_priority,inventory_policy_plus_range
11620M76M00000,6,13.0,3.2274599969387054,10.934172660112381,1.8223621100187302,2.4615384615384617,84.10902046240292,0.7403346071951091,established,recurring_4_6,recent_0_2,C,B,cautious_point_forecast,cautious_point_plus_range
11620M79F40000,6,4.0,6.5120434165000916,5.986751735210419,0.9977919558684031,6.538461538461538,149.66879338026047,0.15260347560340282,established,recurring_4_6,recent_3_5,A,B,cautious_point_forecast,cautious_point_plus_range
11710M65L00000,6,5.0,14.003536939620972,9.64569640159607,1.6076160669326782,4.0,192.9139280319214,0.40190401673316956,established,recurring_4_6,recent_0_2,A,B,point_forecast_priority,point_forecast_plus_range
11710M68K00000,6,39.0,5.586281597614288,33.41371840238571,5.568953067064285,11.384615384615383,85.67620103175824,0.48916479643132244,established,recurring_4_6,recent_3_5,B,B,cautious_point_forecast,cautious_point_plus_range
11710M68K10000,6,10.0,10.137180590697447,16.7581203937983,2.79302006563305,3.5384615384615383,167.58120393798302,0.7893317576789054,established,occasional_2_3,recent_3_5,C,C,cautious_point_forecast,cautious_point_plus_range
11710M76M00000,6,19.0,9.50918173789978,10.641047954559326,1.7735079924265544,5.076923076923077,56.005515550312246,0.3493273318415941,established,recurring_4_6,recent_0_2,A,B,point_forecast_priority,point_forecast_plus_range
11710M79F70000,6,6.0,3.7351726293563843,5.875869631767273,0.9793116052945455,2.1818181818181817,97.93116052945454,0.44885115242666673,established,recurring_4_6,stale_6_11,C,C,inventory_policy_priority,inventory_policy_plus_range
11710M79F80000,6,4.0,6.906932175159454,4.474427878856659,0.7457379798094431,3.583333333333333,111.86069697141647,0.20811292459798414,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
1172080JA0000,6,5.0,13.70078681938799,8.70078681938799,1.450131136564665,2.6923076923076925,174.01573638775977,0.5386201364383041,established,occasional_2_3,stale_6_11,C,B,inventory_policy_priority,inventory_policy_plus_range
1194152R00000,6,0.0,1.6666666666666665,1.6666666666666665,0.27777777777777773,0.3333333333333333,,0.8333333333333333,established,rare_0_1,recent_0_2,C,B,inventory_policy_priority,inventory_policy_plus_range
13870M71L00000,6,2.0,1.75,2.75,0.4583333333333333,0.7692307692307693,137.5,0.5958333333333333,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
1428180JA0000,6,20.0,9.074392080307007,12.521916151046753,2.086986025174459,5.307692307692308,62.609580755233765,0.3932002656125792,established,recurring_4_6,recent_0_2,A,B,point_forecast_priority,point_forecast_plus_range
1435772J00000,6,7.0,6.666666666666666,7.0,1.1666666666666667,1.8,100.0,0.6481481481481481,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
1591063A0V000,6,0.0,5.0,5.0,0.8333333333333334,1.0,,0.8333333333333334,established,rare_0_1,recent_0_2,C,B,inventory_policy_priority,inventory_policy_plus_range
15910M79GB1000,6,10.0,8.837134718894958,10.226239085197449,1.7043731808662415,6.230769230769231,102.26239085197449,0.27354137470692763,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
15910M79GC0000,6,30.0,4.771813154220581,26.678472876548767,4.446412146091461,7.461538461538462,88.92824292182922,0.5959109061772061,established,recurring_4_6,recent_3_5,B,C,cautious_point_forecast,cautious_point_plus_range
1711279P01000,6,4.0,3.865731954574585,2.2190250158309937,0.36983750263849896,2.1538461538461537,55.47562539577484,0.17171026908216025,established,recurring_4_6,recent_3_5,B,B,cautious_point_forecast,cautious_point_plus_range
1770054P30000,6,11.0,6.042021632194519,5.501945376396179,0.9169908960660299,3.3846153846153846,50.01768523996527,0.2709291283831452,established,recurring_4_6,recent_0_2,B,A,point_forecast_priority,point_forecast_plus_range
1770079P21000,6,6.0,7.079673767089844,3.2807881832122803,0.54679803053538,3.3846153846153846,54.679803053538,0.16155396356727136,established,recurring_4_6,recent_0_2,B,A,point_forecast_priority,point_forecast_plus_range
1770080J00000,6,0.0,1.5,1.5,0.25,0.3076923076923077,,0.8125,established,rare_0_1,recent_0_2,B,A,inventory_policy_priority,inventory_policy_plus_range
1770081P00000,6,9.0,5.742082715034485,3.7074156999588013,0.6179026166598002,3.0,41.193507777320015,0.20596753888660005,established,recurring_4_6,recent_0_2,B,A,point_forecast_priority,point_forecast_plus_range
17700M50U00000,6,18.0,4.050000000000001,15.3,2.5500000000000003,1.0,85.0,2.5500000000000003,new,occasional_2_3,recent_0_2,C,B,cautious_point_forecast,cautious_point_plus_range
17700M60M00000,6,4.0,10.165640711784363,6.165640711784363,1.0276067852973938,7.769230769230769,154.14101779460907,0.13226621988976356,established,recurring_4_6,recent_0_2,A,A,point_forecast_priority,point_forecast_plus_range
17700M67L00000,6,9.0,12.49206256866455,8.8442223072052,1.4740370512008667,5.6923076923076925,98.26913674672444,0.2589524549406928,established,recurring_4_6,recent_0_2,A,A,point_forecast_priority,point_forecast_plus_range
17700M67P00000,6,16.0,12.838198184967041,8.505760669708252,1.4176267782847087,4.0,53.161004185676575,0.3544066945711772,established,recurring_4_6,recent_0_2,A,A,point_forecast_priority,point_forecast_plus_range
17700M79F02000,6,4.0,4.409145832061768,3.7606539726257324,0.6267756621042887,2.769230769230769,94.01634931564331,0.22633565575988204,established,recurring_4_6,recent_0_2,B,B,point_forecast_priority,point_forecast_plus_range
1776071L00000,6,4.0,5.815633058547974,3.3813400268554688,0.5635566711425781,1.8461538461538465,84.53350067138672,0.3052598635355631,established,recurring_4_6,recent_0_2,C,B,cautious_point_forecast,cautious_point_plus_range
17760M67P00000,6,10.0,9.361278295516968,4.399544954299928,0.7332574923833213,1.9230769230769231,43.99544954299928,0.38129389603932706,established,recurring_4_6,recent_0_2,A,A,point_forecast_priority,point_forecast_plus_range
1781254G00000,6,23.0,6.6383872628211975,16.361612737178802,2.726935456196467,4.615384615384615,71.1374466833861,0.5908360155092346,established,recurring_4_6,recent_3_5,A,C,cautious_point_forecast,cautious_point_plus_range
17861M68P00000,6,14.0,10.4188392162323,9.917310237884521,1.6528850396474202,4.0,70.83793027060372,0.41322125991185504,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
1787880G00000,6,1.0,5.935419017647504,4.9569460117650035,0.8261576686275006,2.8461538461538463,495.6946011765003,0.29027161330155427,established,occasional_2_3,recent_0_2,C,C,cautious_point_forecast,cautious_point_plus_range
17878M74L00000,6,13.0,8.159337639808655,10.70361578464508,1.7839359641075134,3.615384615384616,82.33550603573138,0.4934290964552696,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
17920M76M00000,6,42.0,11.19031286239624,30.80968713760376,5.134947856267293,7.076923076923077,73.35639794667561,0.7255904579508131,established,recurring_4_6,recent_3_5,A,B,cautious_point_forecast,cautious_point_plus_range
1793160A10000,6,1.0,7.910784850110227,6.910784850110227,1.1517974750183713,1.9230769230769231,691.0784850110227,0.598934687009553,established,occasional_2_3,stale_6_11,C,C,inventory_policy_priority,inventory_policy_plus_range
1793161M10000,6,6.0,4.090709388256073,4.896263778209686,0.8160439630349478,2.3076923076923075,81.60439630349477,0.3536190506484774,established,recurring_4_6,recent_3_5,C,C,cautious_point_forecast,cautious_point_plus_range
1793163J01000,6,16.0,5.034396648406982,13.573845863342285,2.262307643890381,3.9166666666666665,84.83653664588928,0.5776104622698846,established,recurring_4_6,recent_3_5,B,C,cautious_point_forecast,cautious_point_plus_range
1793165D00000,6,2.0,4.79992288351059,3.714393436908722,0.6190655728181204,3.1538461538461537,185.7196718454361,0.19628908406428208,established,recurring_4_6,recent_0_2,C,C,cautious_point_forecast,cautious_point_plus_range
1793168P00000,6,0.0,4.25,4.25,0.7083333333333334,2.0,,0.3541666666666667,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
17931M71P00000,6,9.0,11.89495062828064,4.945315599441527,0.8242192665735879,4.384615384615385,54.947951104905854,0.1879798327273095,established,recurring_4_6,recent_0_2,A,B,point_forecast_priority,point_forecast_plus_range
1793276G00000,6,7.0,4.565336048603058,6.640896260738373,1.1068160434563954,2.6923076923076925,94.86994658197675,0.4111031018552325,established,recurring_4_6,recent_0_2,B,C,point_forecast_priority,point_forecast_plus_range
2371081A40000,6,1.0,1.0,0.0,0.0,,0.0,,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
27431M79F00000,6,16.0,11.157726287841797,9.916162490844727,1.652693748474121,5.307692307692308,61.97601556777954,0.3113770830458489,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
2811380J015PK,6,12.0,7.626810073852539,8.720373153686523,1.4533955256144206,2.923076923076923,72.66977628072102,0.49721425876282815,established,recurring_4_6,recent_0_2,A,B,point_forecast_priority,point_forecast_plus_range
28113M62S015PK,6,7.0,1.7915294117647056,7.0,1.1666666666666667,0.5833333333333334,100.0,2.0,established,occasional_2_3,recent_3_5,C,C,cautious_point_forecast,cautious_point_plus_range
2818060B00000,6,0.0,7.833333333333333,7.833333333333333,1.3055555555555556,1.2307692307692308,,1.0607638888888888,established,rare_0_1,recent_0_2,A,B,inventory_policy_priority,inventory_policy_plus_range
2818084A20000,6,2.0,4.229930877685547,2.885530471801758,0.48092174530029297,1.4615384615384617,144.2765235900879,0.32905172046862147,established,recurring_4_6,recent_0_2,B,C,point_forecast_priority,point_forecast_plus_range
2824178K00000,6,2.0,25.25,23.25,3.875,3.769230769230769,1162.5,1.028061224489796,established,rare_0_1,recent_3_5,C,C,inventory_policy_priority,inventory_policy_plus_range
28300M55R42000,6,11.0,14.22697713638091,11.0,1.8333333333333333,4.230769230769231,100.0,0.4333333333333333,established,occasional_2_3,recent_3_5,C,B,cautious_point_forecast,cautious_point_plus_range
2961081A00000,6,12.0,2.6666666666666665,14.666666666666666,2.444444444444444,0.7,122.22222222222221,3.492063492063492,established,rare_0_1,recent_0_2,B,B,inventory_policy_priority,inventory_policy_plus_range
33690M60M00000,6,12.0,9.789414882659912,8.327606439590454,1.387934406598409,5.0,69.39672032992046,0.2775868813196818,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
3495561M00000,6,1.0,103.68,102.68,17.113333333333333,4.0,10268.0,4.278333333333333,new,occasional_2_3,stale_6_11,A,C,inventory_policy_priority,inventory_policy_plus_range
3512052R21000,6,3.0,7.751108884811401,5.53825044631958,0.9230417410532633,3.1538461538461537,184.60834821065268,0.29267177155347374,established,recurring_4_6,recent_3_5,A,C,cautious_point_forecast,cautious_point_plus_range
3512052S10000,6,76.0,15.335393905639648,60.66460609436035,10.110767682393393,2.6153846153846154,79.82185012415836,3.8658817609151206,established,recurring_4_6,recent_0_2,A,A,point_forecast_priority,point_forecast_plus_range
3512062R60000,6,5.0,4.159362375736237,4.899296820163727,0.8165494700272878,1.3846153846153846,97.98593640327454,0.5897301727974856,established,recurring_4_6,recent_3_5,B,A,cautious_point_forecast,cautious_point_plus_range
3512065J12000,6,3.0,3.331610292196274,2.932352751493454,0.4887254585822423,1.3,97.74509171644847,0.37594266044787866,established,recurring_4_6,recent_0_2,C,A,cautious_point_forecast,cautious_point_plus_range
3512080G21000,6,6.0,5.308871030807495,2.3260174989700317,0.38766958316167194,3.923076923076923,38.7669583161672,0.09881773688434775,established,recurring_4_6,recent_0_2,B,A,point_forecast_priority,point_forecast_plus_range
3512150A30000,6,1.0,10.5,10.833333333333332,1.8055555555555554,2.4615384615384617,1083.3333333333333,0.7335069444444443,dormant,rare_0_1,dormant_12_plus,C,C,inventory_policy_priority,inventory_policy_plus_range
35121M66L10000,6,8.0,5.812604069709778,4.461008191108704,0.7435013651847839,3.4615384615384617,55.762602388858795,0.21478928327560423,established,recurring_4_6,recent_3_5,A,A,cautious_point_forecast,cautious_point_plus_range
35121M73T10000,6,17.0,15.821930490836628,17.0,2.8333333333333335,,100.0,,cold_start,rare_0_1,no_history,C,C,inventory_policy_priority,inventory_policy_plus_range
3515365J00000,6,20.0,13.369873285293579,11.538391590118408,1.9230652650197346,9.846153846153848,57.69195795059204,0.19531131597856674,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
3515379P00000,6,4.0,13.4499600642075,12.966640042805,2.1611066738008335,4.6923076923076925,324.166001070125,0.4605637173673907,established,occasional_2_3,recent_3_5,C,C,cautious_point_forecast,cautious_point_plus_range
35153M59K20000,6,19.0,15.420483589172363,13.09109115600586,2.1818485260009766,12.923076923076923,68.90047976845189,0.16883351689293272,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
35153M75L00000,6,16.0,17.36268067359924,16.539561986923214,2.7565936644872022,5.076923076923077,103.37226241827008,0.5429654187626308,established,recurring_4_6,recent_0_2,A,C,point_forecast_priority,point_forecast_plus_range
