base_model_key,variant_id,variant_mode,calibration_scale,all_sku_count,valid_positive_sku_count,under_50_skus,under_70_skus,under_100_skus,under_50_share,under_70_share,under_100_share,median_sku_block_wmape,p75_sku_block_wmape,median_sku_block_mase,portfolio_block_wmape,actual_total,forecast_total,bias_pct,abs_bias_pct,cohort
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__expected__p1.00__none__b0.00__s0.75,expected,0.75,110,110,34,67,100,0.3090909090909091,0.6090909090909091,0.9090909090909091,62.514816323916115,77.92340468276632,0.3978494647227728,66.62395308364411,1568.0,1268.2780789136887,-19.114918436626997,19.114918436626997,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__expected__p1.00__none__b0.00__s1.00,expected,1.0,110,110,22,67,99,0.2,0.6090909090909091,0.9,62.95919429172169,79.06593143939972,0.4044619196405014,68.50638256731386,1568.0,1044.9300098121166,-33.359055496676234,33.359055496676234,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__none__b0.00__s0.75,soft,0.75,110,110,33,66,99,0.3,0.6,0.9,62.16294736128587,78.50845232605934,0.3935839322635106,66.86369154830368,1568.0,1340.9020228385925,-14.48328935978364,14.48328935978364,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__recent6__b0.25__s0.75,soft,0.75,110,110,31,66,92,0.2818181818181818,0.6,0.8363636363636363,63.29018487816765,83.02606095870335,0.37817301319546676,70.22566930599967,1568.0,1592.3409727692604,1.5523579572232373,1.5523579572232373,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__soft__p0.75__recent6__b0.25__s1.00,soft,1.0,110,110,26,66,94,0.23636363636363636,0.6,0.8545454545454545,64.34572845856773,85.14041937887669,0.3982275786967253,70.64094709498542,1568.0,1513.5849268913269,-3.470349050298032,3.470349050298032,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__expected__p1.00__none__b0.00__s1.25,expected,1.25,110,110,24,66,96,0.21818181818181817,0.6,0.8727272727272727,65.48593146632416,83.4504904530265,0.42027314665922927,69.6673750801354,1568.0,1306.1625106334686,-16.698819474906337,16.698819474906337,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__recent6__b0.25__s0.75,soft,0.75,110,110,29,65,94,0.2636363636363636,0.5909090909090909,0.8545454545454545,63.86353884424482,84.94832309574007,0.38546229176449054,70.68369751910166,1568.0,1589.101519691944,1.345760184435209,1.345760184435209,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__soft__p0.75__none__b0.00__s1.25,soft,1.25,110,110,29,63,94,0.2636363636363636,0.5727272727272728,0.8545454545454545,67.25138756963942,85.49102132137006,0.44035440643628443,71.36925244133691,1568.0,1550.2665444016457,-1.1309601784664758,1.1309601784664758,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__expected__p1.00__none__b0.00__s0.75,expected,0.75,110,110,17,59,102,0.15454545454545454,0.5363636363636364,0.9272727272727272,66.48061197155562,80.39912715554237,0.4323433927901379,70.45554562984985,1568.0,783.6975080668926,-50.019291577366545,50.019291577366545,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__expected__p1.00__none__b0.00__s1.50,expected,1.5,110,110,23,56,93,0.20909090909090908,0.509090909090909,0.8454545454545455,69.54704371671522,88.36061259110768,0.44353816604002927,73.30792689581915,1568.0,1567.3950161337852,-0.038583154733083685,0.038583154733083685,recurring_b
block_direct_d2_tweedie,block_direct_d2_tweedie__direct__p1.00__none__b0.00__s0.75,direct,0.75,110,110,27,55,89,0.24545454545454545,0.5,0.8090909090909091,69.95442687955676,93.31566624343395,0.45240969005085174,72.35880088897385,1568.0,1754.2754257917404,11.879810318350792,11.879810318350792,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__soft__p0.75__recent6__b0.25__s1.25,soft,1.25,110,110,24,55,91,0.21818181818181817,0.5,0.8272727272727273,70.51652938711877,87.58603513240814,0.4139210888833711,74.81713445629089,1568.0,1746.1249084055423,11.360006913618772,11.360006913618772,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__expected__p1.00__none__b0.00__s1.00,expected,1.0,110,110,23,54,88,0.20909090909090908,0.4909090909090909,0.8,71.06929836851178,90.89737032418665,0.42005647369053056,71.49511565435297,1568.0,1698.967671096325,8.352530044408477,8.352530044408477,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__expected__p1.00__none__b0.00__s1.00,expected,1.0,110,110,28,53,89,0.2545454545454545,0.4818181818181818,0.8090909090909091,70.65637019110022,90.94949786861739,0.43789053519566856,72.21621089443869,1568.0,1691.037439107895,7.846775453309624,7.846775453309624,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__none__b0.00__s1.00,soft,1.0,110,110,23,53,88,0.20909090909090908,0.4818181818181818,0.8,72.43245173526067,92.34513379633427,0.4442174084369953,73.45145692554664,1568.0,1793.6283970475197,14.389566138234674,14.389566138234674,recurring_b
block_tsb,block_tsb__baseline__s0.75,baseline,0.75,110,110,19,53,86,0.17272727272727273,0.4818181818181818,0.7818181818181819,71.8976351472345,92.02415541841901,0.4103147402566415,78.5542214642427,1568.0,1894.241897264043,20.806243447961926,20.806243447961926,recurring_b
block_recent6,block_recent6__baseline__s0.75,baseline,0.75,110,110,18,52,87,0.16363636363636364,0.4727272727272727,0.7909090909090909,70.09615384615384,95.29485887096774,0.42370689655172417,82.4952168367347,1568.0,1750.275,11.624681122448985,11.624681122448985,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__none__b0.00__s1.00,soft,1.0,110,110,26,50,87,0.23636363636363636,0.45454545454545453,0.7909090909090909,72.8275509369679,95.63271502653758,0.4501490502646475,74.10568437558048,1568.0,1787.792023062706,14.017348409611351,14.017348409611351,recurring_b
block_sba,block_sba__baseline__s0.75,baseline,0.75,110,110,25,50,90,0.22727272727272727,0.45454545454545453,0.8181818181818182,73.03835764094862,91.36697369793517,0.39843377105129574,77.7301333662746,1568.0,1872.8395987961562,19.44130094363241,19.44130094363241,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__recent6__b0.25__s1.00,soft,1.0,110,110,17,47,87,0.15454545454545454,0.42727272727272725,0.7909090909090909,74.3088845695768,92.8350663610867,0.44248588012926504,77.63330742488711,1568.0,1928.646297442913,23.000401622634758,23.000401622634758,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__recent6__b0.25__s1.00,soft,1.0,110,110,18,46,87,0.16363636363636364,0.41818181818181815,0.7909090909090909,75.57442284056118,94.96341178363019,0.4381633726450113,77.96611820404627,1568.0,1924.3270228385925,22.72493768103268,22.72493768103268,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__soft__p0.75__none__b0.00__s1.50,soft,1.5,110,110,18,46,84,0.16363636363636364,0.41818181818181815,0.7636363636363637,74.54597295499316,97.10410386323929,0.47002884653525623,78.05307493830213,1568.0,1860.1597900390625,18.632639670858577,18.632639670858577,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__soft__p0.75__recent6__b0.25__s1.50,soft,1.5,110,110,14,42,86,0.12727272727272726,0.38181818181818183,0.7818181818181819,77.55656027131612,98.18156682527982,0.4576936266916893,81.04469228307812,1568.0,1978.6648934364318,26.190363101813254,26.190363101813254,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__expected__p1.00__none__b0.00__s1.75,expected,1.75,110,110,16,41,83,0.14545454545454545,0.37272727272727274,0.7545454545454545,75.3990313799485,98.9311737815539,0.4702173666312144,79.04738443998657,1568.0,1828.5250033140182,16.615115007271573,16.615115007271573,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__expected__p1.00__none__b0.00__s1.25,expected,1.25,110,110,17,39,71,0.15454545454545454,0.35454545454545455,0.6454545454545455,86.05241095962157,107.72576741874218,0.4827958492317585,83.80674439273318,1568.0,2113.1108037233353,34.764719625212706,34.764719625212706,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__expected__p1.00__none__b0.00__s1.25,expected,1.25,110,110,17,38,71,0.15454545454545454,0.34545454545454546,0.6454545454545455,82.97403942454946,110.44942289590836,0.501140803251511,83.72354096143829,1568.0,2123.6526836156845,35.43703339385743,35.43703339385743,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__none__b0.00__s1.25,soft,1.25,110,110,15,36,65,0.13636363636363635,0.32727272727272727,0.5909090909090909,87.95844955103738,116.65525078773499,0.5405725778317919,87.6552519065385,1568.0,2241.784530043602,42.970952171148085,42.970952171148085,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__expected__p1.00__none__b0.00__s2.00,expected,2.0,110,110,12,36,75,0.10909090909090909,0.32727272727272727,0.6818181818181818,87.00221900429045,109.9954346051583,0.525988008181254,86.3402419742577,1568.0,2089.211631476879,33.24053772173974,33.24053772173974,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__none__b0.00__s1.25,soft,1.25,110,110,15,34,67,0.13636363636363635,0.3090909090909091,0.6090909090909091,87.88194735844931,116.20721578598022,0.5196835765471824,87.7201886809602,1568.0,2233.9900345802307,42.47385424618818,42.47385424618818,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__recent6__b0.25__s1.25,soft,1.25,110,110,13,33,71,0.11818181818181818,0.3,0.6454545454545455,87.28962275716994,112.43293657898903,0.5327108066815596,89.0597093500653,1568.0,2264.9516230106356,44.44844534506604,44.44844534506604,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__soft__p0.75__none__b0.00__s1.75,soft,1.75,110,110,12,33,67,0.10909090909090909,0.3,0.6090909090909091,88.01587231410957,112.16298739115398,0.533311301604655,87.35520101475473,1568.0,2169.451309323311,38.35786411500707,38.35786411500707,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__soft__p0.75__recent6__b0.25__s1.75,soft,1.75,110,110,10,33,72,0.09090909090909091,0.3,0.6545454545454545,84.06367114795151,108.29794856791312,0.5173801382382711,88.63488151330729,1568.0,2211.2048683047296,41.02071864188326,41.02071864188326,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__recent6__b0.25__s1.25,soft,1.25,110,110,13,32,68,0.11818181818181818,0.2909090909090909,0.6181818181818182,88.0785121779511,110.72636724195698,0.5441545009613038,89.02918227625136,1568.0,2259.5425290346147,44.10347761700349,44.10347761700349,recurring_b
block_sba,block_sba__baseline__s1.00,baseline,1.0,110,110,10,31,63,0.09090909090909091,0.2818181818181818,0.5727272727272728,92.78742468188375,123.20056703442619,0.5642959107625067,99.69140062357945,1568.0,2497.1194650615416,59.25506792484322,59.25506792484322,recurring_b
block_direct_d2_tweedie,block_direct_d2_tweedie__direct__p1.00__none__b0.00__s1.00,direct,1.0,110,110,15,29,57,0.13636363636363635,0.2636363636363636,0.5181818181818182,94.95547938914527,127.46587134897709,0.5887726226592447,91.3989317888508,1568.0,2338.617997288704,49.14655594953469,49.14655594953469,recurring_b
block_seasonal,block_seasonal__baseline__s0.75,baseline,0.75,110,110,6,26,58,0.05454545454545454,0.23636363636363636,0.5272727272727272,96.59926470588235,151.33928571428572,0.59296875,113.70535714285714,1568.0,2561.4,63.354591836734706,63.354591836734706,recurring_b
block_tsb,block_tsb__baseline__s1.00,baseline,1.0,110,110,9,24,64,0.08181818181818182,0.21818181818181817,0.5818181818181818,96.27777553125448,129.71228787135442,0.5880172609394363,103.41713819816815,1568.0,2525.6558630187237,61.07499126394922,61.07499126394922,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__expected__p1.00__none__b0.00__s1.50,expected,1.5,110,110,9,24,50,0.08181818181818182,0.21818181818181817,0.45454545454545453,102.59148343042894,143.08666959404945,0.6527913903578734,100.38049014247194,1568.0,2534.7098939418793,61.652416705476995,61.652416705476995,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__expected__p1.00__none__b0.00__s1.50,expected,1.5,110,110,8,23,52,0.07272727272727272,0.20909090909090908,0.4727272727272727,103.4513879608322,144.23171671537253,0.6430480219699718,100.67755042442253,1568.0,2547.7832156419754,62.486174466962716,62.486174466962716,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__soft__p0.75__none__b0.00__s2.00,soft,2.0,110,110,6,23,55,0.05454545454545454,0.20909090909090908,0.5,98.67454851285005,135.6108146791275,0.6198280428096486,99.28466369378931,1568.0,2478.5157839655876,58.06860867127472,58.06860867127472,recurring_b
block_hurdle_d2_full_log,block_hurdle_d2_full_log__soft__p0.75__recent6__b0.25__s2.00,soft,2.0,110,110,6,22,60,0.05454545454545454,0.2,0.5454545454545454,94.28730408350626,121.50116972625256,0.610408820441136,97.75271453267457,1568.0,2443.5847900390627,55.84086671167491,55.84086671167491,recurring_b
block_recent6,block_recent6__baseline__s1.00,baseline,1.0,110,110,5,22,59,0.045454545454545456,0.2,0.5363636363636364,91.7420814479638,116.07142857142858,0.5508620689655173,103.7436224489796,1568.0,2333.7,48.832908163265294,48.832908163265294,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__recent6__b0.25__s1.50,soft,1.5,110,110,8,21,54,0.07272727272727272,0.19090909090909092,0.4909090909090909,102.0221249451713,140.3803308422749,0.6627230165979348,103.0133759443249,1568.0,2601.206076550484,65.89324467796453,65.89324467796453,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__none__b0.00__s1.50,soft,1.5,110,110,5,21,47,0.045454545454545456,0.19090909090909092,0.42727272727272725,109.7876101732254,152.11255219247607,0.678414838210396,106.71994086278944,1568.0,2689.4545263051987,71.52133458579073,71.52133458579073,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__recent6__b0.25__s1.50,soft,1.5,110,110,8,20,53,0.07272727272727272,0.18181818181818182,0.4818181818181818,101.07213795185089,133.46463044484454,0.6548554708952715,102.85382793417999,1568.0,2594.1910249471666,65.44585618285501,65.44585618285501,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__none__b0.00__s1.50,soft,1.5,110,110,9,19,47,0.08181818181818182,0.17272727272727273,0.42727272727272725,110.6702039639155,157.49782615608268,0.68781782989828,106.45846944986558,1568.0,2679.278860092163,70.87237628138796,70.87237628138796,recurring_b
block_direct_d2_tweedie,block_direct_d2_tweedie__direct__p1.00__none__b0.00__s1.25,direct,1.25,110,110,5,18,35,0.045454545454545456,0.16363636363636364,0.3181818181818182,122.84425156457084,176.42275672970396,0.7610463920761557,118.23254350040641,1568.0,2921.917546391487,86.34678229537545,86.34678229537545,recurring_b
block_sba,block_sba__baseline__s1.25,baseline,1.25,110,110,4,15,37,0.03636363636363636,0.13636363636363635,0.33636363636363636,120.9780515380524,166.59505410856926,0.7415331573180209,129.65136595425,1568.0,3121.399331326927,99.06883490605402,99.06883490605402,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__expected__p1.00__none__b0.00__s1.75,expected,1.75,110,110,3,15,37,0.02727272727272727,0.13636363636363635,0.33636363636363636,125.97538347427661,171.78191175827612,0.7868116589692923,120.44563484283127,1568.0,2955.661545395851,88.4988230482048,88.4988230482048,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__recent6__b0.25__s1.75,soft,1.75,110,110,2,14,35,0.01818181818181818,0.12727272727272726,0.3181818181818182,120.21522305228493,162.62462128940808,0.7795046795816982,119.20064852249865,1568.0,2937.0237617969515,87.3101888901117,87.3101888901117,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__recent6__b0.25__s1.75,soft,1.75,110,110,1,14,34,0.00909090909090909,0.12727272727272726,0.3090909090909091,119.8765167578019,160.1839650309447,0.7740410225064147,118.84033208142738,1568.0,2928.669005560875,86.77736004852521,86.77736004852521,recurring_b
block_recent6,block_recent6__baseline__s1.25,baseline,1.25,110,110,3,12,33,0.02727272727272727,0.10909090909090909,0.3,121.66563275434243,150.72115384615384,0.6940476190476191,131.19419642857142,1568.0,2917.125,86.04113520408163,86.04113520408163,recurring_b
block_seasonal,block_seasonal__baseline__s1.00,baseline,1.0,110,110,5,11,32,0.045454545454545456,0.1,0.2909090909090909,133.66545893719808,222.54464285714283,0.8569604086845466,156.41156462585036,1568.0,3415.2000000000003,117.80612244897961,117.80612244897961,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__expected__p1.00__none__b0.00__s1.75,expected,1.75,110,110,4,11,35,0.03636363636363636,0.1,0.3181818181818182,124.03014600276947,170.83498239517212,0.8035639484806021,121.34150503849497,1568.0,2971.9066309928894,89.53486167046489,89.53486167046489,recurring_b
block_tsb,block_tsb__baseline__s1.25,baseline,1.25,110,110,5,10,31,0.045454545454545456,0.09090909090909091,0.2818181818181818,127.74773885229109,172.8215449201792,0.7754430179758245,135.95763632773344,1568.0,3157.069828773406,101.3437390799366,101.3437390799366,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__none__b0.00__s1.75,soft,1.75,110,110,1,10,28,0.00909090909090909,0.09090909090909091,0.2545454545454545,133.8748353223006,181.99407389530768,0.8372559327705233,128.70103779191874,1568.0,3124.2918903827667,99.25330933563563,99.25330933563563,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__none__b0.00__s1.75,soft,1.75,110,110,2,9,30,0.01818181818181818,0.08181818181818182,0.2727272727272727,134.92531842655606,184.21424471196673,0.8458146484355362,129.22576583009592,1568.0,3136.536663413048,100.03422598297499,100.03422598297499,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__recent6__b0.25__s2.00,soft,2.0,110,110,0,8,24,0.0,0.07272727272727272,0.21818181818181817,137.52405773370694,187.7233107884725,0.9104795455932617,136.33458585763466,1568.0,3262.4538600921633,108.06465944465327,108.06465944465327,recurring_b
block_sba,block_sba__baseline__s1.50,baseline,1.5,110,110,2,7,23,0.01818181818181818,0.06363636363636363,0.20909090909090908,155.7056956797076,217.90259499824452,0.960560668461645,164.2117019652297,1568.0,3745.6791975923124,138.88260188726483,138.88260188726483,recurring_b
block_tsb,block_tsb__baseline__s1.50,baseline,1.5,110,110,1,7,14,0.00909090909090909,0.06363636363636363,0.12727272727272726,167.9182431442178,219.95275479791246,0.9778457028847644,170.60392762541417,1568.0,3788.4837945280865,141.6124868959239,141.6124868959239,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__expected__p1.00__none__b0.00__s2.00,expected,2.0,110,110,0,7,24,0.0,0.06363636363636363,0.21818181818181817,149.50934989111764,200.83237091700235,0.9374063136781616,142.38564026903134,1568.0,3375.3183856010437,115.2626521429237,115.2626521429237,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__recent6__b0.25__s2.00,soft,2.0,110,110,0,6,26,0.0,0.05454545454545454,0.23636363636363636,140.78978552268103,188.25799226760864,0.9142178021944487,136.76347288094007,1568.0,3272.754526305199,108.72158968783157,108.72158968783157,recurring_b
block_direct_d2_tweedie,block_direct_d2_tweedie__direct__p1.00__none__b0.00__s1.50,direct,1.5,110,110,0,6,22,0.0,0.05454545454545454,0.2,159.63865915934247,227.2881953762128,0.9678762023265546,148.79056025220424,1568.0,3504.0094497203827,123.46999041584073,123.46999041584073,recurring_b
block_recent6,block_recent6__baseline__s1.50,baseline,1.5,110,110,2,5,18,0.01818181818181818,0.045454545454545456,0.16363636363636364,154.8611111111111,192.16911764705884,0.9083333333333333,161.8654336734694,1568.0,3500.55,123.24936224489798,123.24936224489798,recurring_b
block_seasonal,block_seasonal__baseline__s1.25,baseline,1.25,110,110,1,5,18,0.00909090909090909,0.045454545454545456,0.16363636363636364,170.03205128205127,302.52976190476187,1.1563905547226387,204.47491496598636,1568.0,4269.000000000001,172.25765306122457,172.25765306122457,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__expected__p1.00__none__b0.00__s2.00,expected,2.0,110,110,0,5,25,0.0,0.045454545454545456,0.22727272727272727,148.83786600369672,204.07001511617142,0.9621556497672026,143.40544270769675,1568.0,3393.6417323350906,116.43123292953385,116.43123292953385,recurring_b
block_hurdle_d3_sqrt_log,block_hurdle_d3_sqrt_log__soft__p0.75__none__b0.00__s2.00,soft,2.0,110,110,0,5,22,0.0,0.045454545454545456,0.2,159.7988080355077,213.06259144436228,1.0008580564082354,152.34856870101422,1568.0,3566.142629623413,127.43256566475849,127.43256566475849,recurring_b
block_hurdle_d2_sqrt_log,block_hurdle_d2_sqrt_log__soft__p0.75__none__b0.00__s2.00,soft,2.0,110,110,0,3,20,0.0,0.02727272727272727,0.18181818181818182,160.78507155179977,221.61049279901715,1.0124761297692,153.09727113617927,1568.0,3580.218912243843,128.33028777065326,128.33028777065326,recurring_b
block_sba,block_sba__baseline__s1.75,baseline,1.75,110,110,0,3,12,0.0,0.02727272727272727,0.10909090909090909,192.1121829540368,270.8863608312853,1.190237477804692,200.5101065231571,1568.0,4369.9590638576965,178.69636886847556,178.69636886847556,recurring_b
block_recent6,block_recent6__baseline__s1.75,baseline,1.75,110,110,1,2,13,0.00909090909090909,0.01818181818181818,0.11818181818181818,181.59722222222223,239.9264705882353,1.1081495098039216,194.35427295918367,1568.0,4083.975,160.45758928571428,160.45758928571428,recurring_b
block_tsb,block_tsb__baseline__s1.75,baseline,1.75,110,110,1,2,9,0.00909090909090909,0.01818181818181818,0.08181818181818182,207.87658301317902,273.27821393089795,1.2156093189876604,206.75130971745756,1568.0,4419.897760282766,181.88123471191113,181.88123471191113,recurring_b
block_sba,block_sba__baseline__s2.00,baseline,2.0,110,110,0,2,10,0.0,0.01818181818181818,0.09090909090909091,229.81879225301677,323.870126664326,1.4115425601167955,237.89493691405323,1568.0,4994.238930123083,218.51013584968643,218.51013584968643,recurring_b
block_seasonal,block_seasonal__baseline__s1.50,baseline,1.5,110,110,0,2,8,0.0,0.01818181818181818,0.07272727272727272,218.02884615384616,383.0357142857143,1.4562807881773399,254.86607142857142,1568.0,5122.8,226.7091836734694,226.7091836734694,recurring_b
block_recent6,block_recent6__baseline__s2.00,baseline,2.0,110,110,0,2,6,0.0,0.01818181818181818,0.05454545454545454,208.5144927536232,283.46153846153845,1.3229166666666667,227.38520408163265,1568.0,4667.4,197.66581632653057,197.66581632653057,recurring_b
block_tsb,block_tsb__baseline__s2.00,baseline,2.0,110,110,1,1,5,0.00909090909090909,0.00909090909090909,0.045454545454545456,239.76483022149864,324.34454648569556,1.4335389239430893,243.88473132901174,1568.0,5051.311726037447,222.14998252789843,222.14998252789843,recurring_b
block_direct_d2_tweedie,block_direct_d2_tweedie__direct__p1.00__none__b0.00__s1.75,direct,1.75,110,110,0,0,12,0.0,0.0,0.10909090909090909,197.9532388725666,275.85273044449946,1.2416330724954605,181.50479801911482,1568.0,4083.0868080854416,160.40094439320418,160.40094439320418,recurring_b
block_seasonal,block_seasonal__baseline__s1.75,baseline,1.75,110,110,0,0,6,0.0,0.0,0.05454545454545454,271.0336538461538,463.54166666666663,1.759276611694153,306.12882653061223,1568.0,5976.599999999999,281.1607142857142,281.1607142857142,recurring_b
block_direct_d2_tweedie,block_direct_d2_tweedie__direct__p1.00__none__b0.00__s2.00,direct,2.0,110,110,0,0,3,0.0,0.0,0.02727272727272727,238.3500771644788,327.9773609978812,1.4172904289685762,215.6509055775039,1568.0,4660.50398349762,197.22601935571555,197.22601935571555,recurring_b
block_seasonal,block_seasonal__baseline__s2.00,baseline,2.0,110,110,0,0,3,0.0,0.0,0.02727272727272727,319.1142191142191,544.047619047619,2.0667848699763596,357.84863945578235,1568.0,6830.400000000001,335.61224489795916,335.61224489795916,recurring_b
