ts_id,Date,lightgbm,lumpy_hurdle,random_forest,xgboost
0928010016000,01/01/2026,1,2,0,1
0928010016000,02/01/2026,1,2,0,1
0928010016000,03/01/2026,1,2,0,1
0928010016000,04/01/2026,1,2,0,1
0928017002000,01/01/2026,4,3,3,3
0928017002000,02/01/2026,3,4,3,3
0928017002000,03/01/2026,9,7,4,9
0928017002000,04/01/2026,1,1,1,0
0928022020000,01/01/2026,0,0,0,0
0928022020000,02/01/2026,0,0,0,0
0928022020000,03/01/2026,5,4,5,4
0928022020000,04/01/2026,0,0,0,0
0928028008000,01/01/2026,20,22,24,22
0928028008000,02/01/2026,19,16,21,17
0928028008000,03/01/2026,20,22,23,18
0928028008000,04/01/2026,13,17,15,13
0928044008000,01/01/2026,0,0,0,0
0928044008000,02/01/2026,0,0,0,0
0928044008000,03/01/2026,0,0,0,0
0928044008000,04/01/2026,0,0,0,0
0928056004000,01/01/2026,1,2,2,1
0928056004000,02/01/2026,0,0,0,0
0928056004000,03/01/2026,1,2,2,1
0928056004000,04/01/2026,0,0,0,0
0928062003000,01/01/2026,13,13,14,13
0928062003000,02/01/2026,17,13,13,11
0928062003000,03/01/2026,12,12,14,14
0928062003000,04/01/2026,19,14,13,16
0928314005000,01/01/2026,0,0,0,0
0928314005000,02/01/2026,0,0,0,0
0928314005000,03/01/2026,0,0,0,0
0928314005000,04/01/2026,0,0,0,0
0928325088000,01/01/2026,0,0,0,0
0928325088000,02/01/2026,0,0,0,0
0928325088000,03/01/2026,0,0,0,0
0928325088000,04/01/2026,0,0,0,0
0928326016000,01/01/2026,0,0,0,0
0928326016000,02/01/2026,2,3,1,2
0928326016000,03/01/2026,1,1,0,1
0928326016000,04/01/2026,0,1,1,0
0928335036000,01/01/2026,0,0,0,0
0928335036000,02/01/2026,0,0,0,0
0928335036000,03/01/2026,0,0,0,0
0928335036000,04/01/2026,0,0,0,0
0928335052000,01/01/2026,2,3,5,4
0928335052000,02/01/2026,5,5,5,5
0928335052000,03/01/2026,5,5,4,5
0928335052000,04/01/2026,4,4,4,7
0928340021000,01/01/2026,0,0,0,0
0928340021000,02/01/2026,2,3,3,4
0928340021000,03/01/2026,0,0,0,0
0928340021000,04/01/2026,3,3,3,3
0928340027000,01/01/2026,3,4,3,3
0928340027000,02/01/2026,0,0,0,0
0928340027000,03/01/2026,0,0,0,0
0928340027000,04/01/2026,0,0,0,0
0928344015000,01/01/2026,0,0,0,0
0928344015000,02/01/2026,0,0,0,0
0928344015000,03/01/2026,1,1,2,1
0928344015000,04/01/2026,0,0,0,0
0928345012000,01/01/2026,0,0,0,0
0928345012000,02/01/2026,0,0,0,0
0928345012000,03/01/2026,0,0,0,0
0928345012000,04/01/2026,2,3,4,2
0928348007000,01/01/2026,0,0,0,0
0928348007000,02/01/2026,7,6,5,6
0928348007000,03/01/2026,9,7,5,8
0928348007000,04/01/2026,4,0,3,4
0928356002000,01/01/2026,0,1,1,0
0928356002000,02/01/2026,0,0,0,0
0928356002000,03/01/2026,0,0,0,0
0928356002000,04/01/2026,0,0,0,0
09283M40027000,01/01/2026,1,1,2,1
09283M40027000,02/01/2026,0,1,1,0
09283M40027000,03/01/2026,0,1,1,0
09283M40027000,04/01/2026,0,0,0,0
0928906003000,01/01/2026,31,29,32,32
0928906003000,02/01/2026,19,19,18,19
0928906003000,03/01/2026,55,45,84,44
0928906003000,04/01/2026,84,99,124,57
0928948004000,01/01/2026,0,0,0,0
0928948004000,02/01/2026,0,0,0,0
0928948004000,03/01/2026,0,0,0,0
0928948004000,04/01/2026,0,0,0,0
0930508011000,01/01/2026,0,1,1,0
0930508011000,02/01/2026,0,0,0,0
0930508011000,03/01/2026,0,0,0,0
0930508011000,04/01/2026,0,0,0,0
0930514006000,01/01/2026,0,1,1,0
0930514006000,02/01/2026,0,0,0,0
0930514006000,03/01/2026,0,0,0,0
0930514006000,04/01/2026,0,0,0,0
0930612009000,01/01/2026,0,0,0,0
0930612009000,02/01/2026,0,0,0,0
0930612009000,03/01/2026,1,1,2,1
0930612009000,04/01/2026,0,0,0,0
0930708002000,01/01/2026,0,0,0,0
0930708002000,02/01/2026,0,0,0,0
0930708002000,03/01/2026,0,0,0,0
0930708002000,04/01/2026,0,0,0,0
0931912047000,01/01/2026,0,0,0,0
0931912047000,02/01/2026,0,0,0,0
0931912047000,03/01/2026,0,0,0,0
0931912047000,04/01/2026,0,0,0,0
0932010024000,01/01/2026,0,0,0,0
0932010024000,02/01/2026,24,23,24,24
0932010024000,03/01/2026,4,3,4,3
0932010024000,04/01/2026,0,0,0,0
0932010040000,01/01/2026,0,0,0,0
0932010040000,02/01/2026,10,9,10,10
0932010040000,03/01/2026,0,0,0,0
0932010040000,04/01/2026,0,0,0,0
0932014018000,01/01/2026,0,0,0,0
0932014018000,02/01/2026,0,0,0,0
0932014018000,03/01/2026,1,1,1,1
0932014018000,04/01/2026,1,1,1,1
09321M10023000,01/01/2026,1,1,1,1
09321M10023000,02/01/2026,1,1,1,1
09321M10023000,03/01/2026,1,1,1,1
09321M10023000,04/01/2026,0,0,0,0
0938019004000,01/01/2026,0,0,0,0
0938019004000,02/01/2026,0,0,0,0
0938019004000,03/01/2026,0,0,0,0
0938019004000,04/01/2026,0,0,0,0
0938020011000,01/01/2026,0,1,1,0
0938020011000,02/01/2026,0,0,0,0
0938020011000,03/01/2026,0,0,0,0
0938020011000,04/01/2026,0,0,0,0
0938025011000,01/01/2026,0,0,0,0
0938025011000,02/01/2026,0,0,0,0
0938025011000,03/01/2026,0,0,0,0
0938025011000,04/01/2026,0,0,0,0
0938026004000,01/01/2026,3,3,4,3
0938026004000,02/01/2026,0,0,0,0
0938026004000,03/01/2026,0,0,0,0
0938026004000,04/01/2026,0,0,0,0
0938028007000,01/01/2026,0,0,0,0
0938028007000,02/01/2026,0,0,0,0
0938028007000,03/01/2026,0,0,0,0
0938028007000,04/01/2026,0,0,0,0
0938168001000,01/01/2026,0,0,0,0
0938168001000,02/01/2026,0,0,0,0
0938168001000,03/01/2026,0,0,0,0
0938168001000,04/01/2026,0,0,0,0
0938184004000,01/01/2026,0,0,0,0
0938184004000,02/01/2026,0,0,0,0
0938184004000,03/01/2026,0,0,0,0
0938184004000,04/01/2026,0,0,0,0
0938313003000,01/01/2026,0,0,0,0
0938313003000,02/01/2026,0,0,0,0
0938313003000,03/01/2026,0,0,0,0
0938313003000,04/01/2026,0,0,0,0
0940121405000,01/01/2026,0,0,0,0
0940121405000,02/01/2026,0,0,0,0
0940121405000,03/01/2026,0,0,0,0
0940121405000,04/01/2026,0,0,0,0
09401M21410000,01/01/2026,2,1,2,3
09401M21410000,02/01/2026,0,1,1,0
09401M21410000,03/01/2026,0,0,0,0
09401M21410000,04/01/2026,0,0,0,0
09403073075PK,01/01/2026,1,1,1,1
09403073075PK,02/01/2026,0,0,0,0
09403073075PK,03/01/2026,0,0,0,0
09403073075PK,04/01/2026,0,0,0,0
0940307333000,01/01/2026,0,0,0,0
0940307333000,02/01/2026,0,0,0,0
0940307333000,03/01/2026,0,0,0,0
0940307333000,04/01/2026,0,0,0,0
0940307407000,01/01/2026,0,1,1,0
0940307407000,02/01/2026,0,0,0,0
0940307407000,03/01/2026,0,0,0,0
0940307407000,04/01/2026,0,1,1,0
0940308406000,01/01/2026,0,0,0,0
0940308406000,02/01/2026,0,0,0,0
0940308406000,03/01/2026,0,0,0,0
0940308406000,04/01/2026,0,0,0,0
09403M07311000,01/01/2026,0,0,0,0
09403M07311000,02/01/2026,0,0,0,0
09403M07311000,03/01/2026,0,0,0,0
09403M07311000,04/01/2026,0,1,1,0
09409063095ES,01/01/2026,0,0,0,0
09409063095ES,02/01/2026,0,0,0,0
09409063095ES,03/01/2026,0,0,0,0
09409063095ES,04/01/2026,0,0,0,0
09409063145PK,01/01/2026,0,0,0,0
09409063145PK,02/01/2026,0,0,0,0
09409063145PK,03/01/2026,0,0,0,0
09409063145PK,04/01/2026,0,0,0,0
0940906322000,01/01/2026,0,0,0,0
0940906322000,02/01/2026,0,0,0,0
0940906322000,03/01/2026,0,0,0,0
0940906322000,04/01/2026,0,0,0,0
09409063225PK,01/01/2026,0,0,0,0
09409063225PK,02/01/2026,0,0,0,0
09409063225PK,03/01/2026,0,0,0,0
09409063225PK,04/01/2026,0,0,0,0
0940906324000,01/01/2026,0,0,0,0
0940906324000,02/01/2026,0,0,0,0
0940906324000,03/01/2026,0,0,0,0
0940906324000,04/01/2026,0,0,0,0
09409073085PK,01/01/2026,0,0,0,0
09409073085PK,02/01/2026,0,0,0,0
09409073085PK,03/01/2026,0,0,0,0
09409073085PK,04/01/2026,0,0,0,0
0940907308P4Z,01/01/2026,0,0,0,0
0940907308P4Z,02/01/2026,0,0,0,0
0940907308P4Z,03/01/2026,0,0,0,0
0940907308P4Z,04/01/2026,0,0,0,0
09409073255PK,01/01/2026,0,0,0,0
09409073255PK,02/01/2026,7,7,7,7
09409073255PK,03/01/2026,0,0,0,0
09409073255PK,04/01/2026,0,0,0,0
0940907332000,01/01/2026,0,0,0,0
0940907332000,02/01/2026,4,3,4,3
0940907332000,03/01/2026,0,0,0,0
0940907332000,04/01/2026,0,0,0,0
0940907340000,01/01/2026,37,28,41,40
0940907340000,02/01/2026,38,27,40,52
0940907340000,03/01/2026,34,25,38,39
0940907340000,04/01/2026,59,49,43,37
0940907L04000,01/01/2026,10,9,10,10
0940907L04000,02/01/2026,0,0,0,0
0940907L04000,03/01/2026,0,0,0,0
0940907L04000,04/01/2026,0,0,0,0
0940908010000,01/01/2026,0,0,0,0
0940908010000,02/01/2026,0,0,0,0
0940908010000,03/01/2026,0,0,0,0
0940908010000,04/01/2026,0,0,0,0
0940908322000,01/01/2026,0,0,0,0
0940908322000,02/01/2026,0,0,0,0
0940908322000,03/01/2026,0,0,0,0
0940908322000,04/01/2026,0,0,0,0
0940908327000,01/01/2026,20,20,19,20
0940908327000,02/01/2026,4,3,4,3
0940908327000,03/01/2026,0,0,0,0
0940908327000,04/01/2026,10,10,9,9
0940908342000,01/01/2026,0,0,0,0
0940908342000,02/01/2026,0,0,0,0
0940908342000,03/01/2026,0,0,0,0
0940908342000,04/01/2026,3,3,4,3
0940908352000,01/01/2026,0,0,0,0
0940908352000,02/01/2026,0,0,0,0
0940908352000,03/01/2026,0,0,0,0
0940908352000,04/01/2026,7,8,8,7
0940909304000,01/01/2026,0,0,0,0
0940909304000,02/01/2026,0,0,0,0
0940909304000,03/01/2026,0,0,0,0
0940909304000,04/01/2026,0,0,0,0
0940909309000,01/01/2026,0,0,0,0
0940909309000,02/01/2026,0,0,0,0
0940909309000,03/01/2026,1,2,2,1
0940909309000,04/01/2026,0,0,0,0
0940910313000,01/01/2026,0,0,0,0
0940910313000,02/01/2026,0,0,0,0
0940910313000,03/01/2026,0,0,0,0
0940910313000,04/01/2026,0,0,0,0
0940910318000,01/01/2026,0,0,0,0
0940910318000,02/01/2026,0,0,0,0
0940910318000,03/01/2026,0,0,0,0
0940910318000,04/01/2026,0,0,0,0
0940915304000,01/01/2026,5,4,5,5
0940915304000,02/01/2026,0,0,0,0
0940915304000,03/01/2026,0,0,0,0
0940915304000,04/01/2026,0,0,0,0
09409M06314000,01/01/2026,0,0,0,0
09409M06314000,02/01/2026,0,0,0,0
09409M06314000,03/01/2026,0,0,0,0
09409M06314000,04/01/2026,0,0,0,0
09409M06338000,02/01/2026,10,13,6,16
09409M06338000,03/01/2026,0,0,0,0
09409M06338000,04/01/2026,0,0,0,0
09409M06L026GS,01/01/2026,0,0,0,0
09409M06L026GS,02/01/2026,3,3,4,3
09409M06L026GS,03/01/2026,0,0,0,0
09409M06L026GS,04/01/2026,0,0,0,0
09409M06L05000,01/01/2026,0,0,0,0
09409M06L05000,02/01/2026,0,0,0,0
09409M06L05000,03/01/2026,0,0,0,0
09409M06L05000,04/01/2026,0,0,0,0
09409M07308P4Z,01/01/2026,0,0,0,0
09409M07308P4Z,02/01/2026,0,0,0,0
09409M07308P4Z,03/01/2026,0,0,0,0
09409M07308P4Z,04/01/2026,0,0,0,0
09409M07308R8J,01/01/2026,0,0,0,0
09409M07308R8J,02/01/2026,0,0,0,0
09409M07308R8J,03/01/2026,0,0,0,0
09409M07308R8J,04/01/2026,0,0,0,0
09409M07346000,01/01/2026,403,360,336,235
09409M07346000,02/01/2026,308,311,420,392
09409M07346000,03/01/2026,376,386,478,613
09409M07346000,04/01/2026,233,249,320,325
09409M07355000,01/01/2026,31,35,31,32
09409M07355000,02/01/2026,188,191,155,186
09409M07355000,03/01/2026,3,0,0,1
09409M07355000,04/01/2026,107,107,110,101
09409M07L01000,01/01/2026,109,158,349,207
09409M07L01000,02/01/2026,174,241,305,203
09409M07L01000,03/01/2026,290,328,345,313
09409M07L01000,04/01/2026,787,817,800,641
09409M07L025PK,01/01/2026,0,0,0,0
09409M07L025PK,02/01/2026,0,0,0,0
09409M07L025PK,03/01/2026,0,0,0,0
09409M07L025PK,04/01/2026,0,0,0,0
09409M08006000,01/01/2026,276,260,220,318
09409M08006000,02/01/2026,245,292,441,124
09409M08006000,03/01/2026,37,31,48,54
09409M08006000,04/01/2026,37,27,54,61
09409M08308R8J,01/01/2026,0,0,0,0
09409M08308R8J,02/01/2026,0,0,0,0
09409M08308R8J,03/01/2026,15,14,14,15
09409M08308R8J,04/01/2026,0,0,0,0
09409M10L02000,01/01/2026,0,0,0,0
09409M10L02000,02/01/2026,0,0,0,0
09409M10L02000,03/01/2026,0,0,0,0
09409M10L02000,04/01/2026,0,0,0,0
09409M10L04000,01/01/2026,9,11,11,11
09409M10L04000,02/01/2026,40,40,44,39
09409M10L04000,03/01/2026,31,31,32,30
09409M10L04000,04/01/2026,13,12,13,13
09409M15L01000,01/01/2026,0,0,0,0
09409M15L01000,02/01/2026,0,0,0,0
09409M15L01000,03/01/2026,0,0,0,0
09409M15L01000,04/01/2026,97,97,149,125
0942105010000,01/01/2026,0,0,0,0
0942105010000,02/01/2026,0,0,0,0
0942105010000,03/01/2026,0,0,0,0
0942105010000,04/01/2026,0,0,0,0
0944829004000,01/01/2026,0,0,0,0
0944829004000,02/01/2026,0,0,0,0
0944829004000,03/01/2026,0,0,0,0
0944829004000,04/01/2026,0,0,0,0
0947112236000,01/01/2026,0,0,0,0
0947112236000,02/01/2026,0,0,0,0
0947112236000,03/01/2026,0,0,0,0
0947112236000,04/01/2026,0,0,0,0
09471M12076000,01/01/2026,0,0,0,0
09471M12076000,02/01/2026,0,0,0,0
09471M12076000,03/01/2026,0,0,0,0
09471M12076000,04/01/2026,6,5,6,6
09471M12182000,01/01/2026,0,0,0,0
09471M12182000,02/01/2026,0,0,0,0
09471M12182000,03/01/2026,0,0,0,0
09471M12182000,04/01/2026,5,4,5,4
09471M12236000,01/01/2026,0,1,1,0
09471M12236000,02/01/2026,1,1,2,1
09471M12236000,03/01/2026,0,0,0,0
09471M12236000,04/01/2026,0,0,0,0
09482M00611000,01/01/2026,0,0,0,0
09482M00611000,02/01/2026,0,0,0,0
09482M00611000,03/01/2026,0,0,0,0
09482M00611000,04/01/2026,0,0,0,0
0981600169000,01/01/2026,0,0,0,0
0981600169000,02/01/2026,0,0,0,0
0981600169000,03/01/2026,0,0,0,0
0981600169000,04/01/2026,0,0,0,0
0982400017000,01/01/2026,0,0,0,0
0982400017000,02/01/2026,0,0,0,0
0982400017000,03/01/2026,0,0,0,0
0982400017000,04/01/2026,0,0,0,0
0982700004000,01/01/2026,0,0,0,0
0982700004000,02/01/2026,0,0,0,0
0982700004000,03/01/2026,0,0,0,0
0982700004000,04/01/2026,0,0,0,0
1124165H02000,01/01/2026,0,0,0,0
1124165H02000,02/01/2026,0,0,0,0
1124165H02000,03/01/2026,0,0,0,0
1124165H02000,04/01/2026,0,0,0,0
1134151K00000,01/01/2026,0,0,0,0
1134151K00000,02/01/2026,0,0,0,0
1134151K00000,03/01/2026,0,0,0,0
1134151K00000,04/01/2026,0,0,0,0
1161052R01000,01/01/2026,0,0,0,0
1161052R01000,02/01/2026,0,0,0,0
1161052R01000,03/01/2026,0,0,0,0
1161052R01000,04/01/2026,0,0,0,0
1161052S01000,01/01/2026,0,0,0,0
1161052S01000,02/01/2026,0,0,0,0
1161052S01000,03/01/2026,0,0,0,0
1161052S01000,04/01/2026,0,0,0,0
1161054G30000,01/01/2026,0,0,0,0
1161054G30000,02/01/2026,0,0,0,0
1161054G30000,03/01/2026,0,0,0,0
1161054G30000,04/01/2026,0,0,0,0
1161057L02000,01/01/2026,0,0,0,0
1161057L02000,02/01/2026,0,0,0,0
1161057L02000,03/01/2026,0,0,0,0
1161057L02000,04/01/2026,0,1,1,1
1161058MA0000,01/01/2026,0,0,0,0
1161058MA0000,02/01/2026,0,0,0,0
1161058MA0000,03/01/2026,0,0,0,0
