trial_id,recipe,candidate_id,architecture,training_scope,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,abs_bias
pooled_transfer__sba_a0.05__w36,classical__s1.00,pooled_transfer__sba_a0.05__w36__classical__s1.00,classical,pooled_transfer,35,35,2,5,14,159.61457669362375,304.94249173224455,0.8592209182480489,189.5048309635196,278.0,692.7122978841915,149.17708556985303,149.17708556985303
pooled_transfer__sba_a0.05__w48,classical__s1.00,pooled_transfer__sba_a0.05__w48__classical__s1.00,classical,pooled_transfer,35,35,2,5,14,159.61457669362375,304.94249173224455,0.8592209182480489,189.5048309635196,278.0,692.7122978841915,149.17708556985303,149.17708556985303
c_only__hurdle_d1_sqrt_log__w36,expected__p1.00__t0.00__s1.75__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__expected__p1.00__t0.00__s1.75__none__b0.00,hurdle,c_only,35,35,2,5,13,133.7730586448991,194.86187474381046,0.6992135752823974,121.11868422037595,278.0,495.63754907495513,78.28688815645869,78.28688815645869
c_only__hurdle_d1_sqrt_log__w48,expected__p1.00__t0.00__s1.75__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__expected__p1.00__t0.00__s1.75__none__b0.00,hurdle,c_only,35,35,2,5,13,133.7730586448991,194.86187474381046,0.6992135752823974,121.11868422037595,278.0,495.63754907495513,78.28688815645869,78.28688815645869
c_only__hurdle_d1_sqrt_log__w36,soft__p0.50__t0.00__s1.50__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__soft__p0.50__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,2,5,13,134.95487315770555,202.76557743463314,0.7237628247598016,124.29560252654647,278.0,509.50041794712155,83.27353163565523,83.27353163565523
c_only__hurdle_d1_sqrt_log__w48,soft__p0.50__t0.00__s1.50__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__soft__p0.50__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,2,5,13,134.95487315770555,202.76557743463314,0.7237628247598016,124.29560252654647,278.0,509.50041794712155,83.27353163565523,83.27353163565523
c_only__tsb_a0.10_b0.10__w36,classical__s1.00,c_only__tsb_a0.10_b0.10__w36__classical__s1.00,classical,c_only,35,35,2,5,12,122.72794426495051,205.98075754615041,0.7804287406537788,146.67411897249167,278.0,570.9491691663133,105.37739898068823,105.37739898068823
c_only__tsb_a0.10_b0.10__w48,classical__s1.00,c_only__tsb_a0.10_b0.10__w48__classical__s1.00,classical,c_only,35,35,2,5,12,122.72794426495051,205.98075754615041,0.7804287406537788,146.67411897249167,278.0,570.9491691663133,105.37739898068823,105.37739898068823
pooled_transfer__tsb_a0.10_b0.10__w36,classical__s1.00,pooled_transfer__tsb_a0.10_b0.10__w36__classical__s1.00,classical,pooled_transfer,35,35,2,5,12,122.72794426495051,205.98075754615041,0.7804287406537788,146.67411897249167,278.0,570.9491691663133,105.37739898068823,105.37739898068823
pooled_transfer__tsb_a0.10_b0.10__w48,classical__s1.00,pooled_transfer__tsb_a0.10_b0.10__w48__classical__s1.00,classical,pooled_transfer,35,35,2,5,12,122.72794426495051,205.98075754615041,0.7804287406537788,146.67411897249167,278.0,570.9491691663133,105.37739898068823,105.37739898068823
c_only__hurdle_d2_sqrt_log__w36,expected__p1.00__t0.00__s1.75__none__b0.00,c_only__hurdle_d2_sqrt_log__w36__expected__p1.00__t0.00__s1.75__none__b0.00,hurdle,c_only,35,35,2,5,12,146.35343816018897,195.1453323798192,0.7459130496673545,130.58488069073246,278.0,524.7828875735189,88.77082286817226,88.77082286817226
c_only__hurdle_d2_sqrt_log__w48,expected__p1.00__t0.00__s1.75__none__b0.00,c_only__hurdle_d2_sqrt_log__w48__expected__p1.00__t0.00__s1.75__none__b0.00,hurdle,c_only,35,35,2,5,12,146.35343816018897,195.1453323798192,0.7459130496673545,130.58488069073246,278.0,524.7828875735189,88.77082286817226,88.77082286817226
c_only__tsb_a0.10_b0.40__w36,classical__s0.75,c_only__tsb_a0.10_b0.40__w36__classical__s0.75,classical,c_only,35,35,1,5,19,96.3762732721148,130.3339823210843,0.5206029778922618,111.224685913561,278.0,380.58054408556876,36.899476289772934,36.899476289772934
c_only__tsb_a0.10_b0.40__w48,classical__s0.75,c_only__tsb_a0.10_b0.40__w48__classical__s0.75,classical,c_only,35,35,1,5,19,96.3762732721148,130.3339823210843,0.5206029778922618,111.224685913561,278.0,380.58054408556876,36.899476289772934,36.899476289772934
pooled_transfer__tsb_a0.10_b0.40__w36,classical__s0.75,pooled_transfer__tsb_a0.10_b0.40__w36__classical__s0.75,classical,pooled_transfer,35,35,1,5,19,96.3762732721148,130.3339823210843,0.5206029778922618,111.224685913561,278.0,380.58054408556876,36.899476289772934,36.899476289772934
pooled_transfer__tsb_a0.10_b0.40__w48,classical__s0.75,pooled_transfer__tsb_a0.10_b0.40__w48__classical__s0.75,classical,pooled_transfer,35,35,1,5,19,96.3762732721148,130.3339823210843,0.5206029778922618,111.224685913561,278.0,380.58054408556876,36.899476289772934,36.899476289772934
