trial_id,recipe,candidate_id,architecture,training_scope,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,abs_bias
pooled_transfer__sba_a0.70__w36,classical__s0.75,pooled_transfer__sba_a0.70__w36__classical__s0.75,classical,pooled_transfer,35,35,4,15,25,79.44678833238069,106.22914193767642,0.33480329094416994,86.20764679015984,278.0,225.856633249864,-18.75660674465324,18.75660674465324
pooled_transfer__sba_a0.70__w48,classical__s0.75,pooled_transfer__sba_a0.70__w48__classical__s0.75,classical,pooled_transfer,35,35,4,15,25,79.44678833238069,106.22914193767642,0.33480329094416994,86.20764679015984,278.0,225.856633249864,-18.75660674465324,18.75660674465324
pooled_transfer__tsb_a0.10_b0.05__w36,classical__s0.75,pooled_transfer__tsb_a0.10_b0.05__w36__classical__s0.75,classical,pooled_transfer,35,35,3,9,19,93.38807521318576,155.06666445357394,0.6328476371543317,113.44776345449209,278.0,449.08923936890034,61.54289185931667,61.54289185931667
pooled_transfer__tsb_a0.10_b0.05__w48,classical__s0.75,pooled_transfer__tsb_a0.10_b0.05__w48__classical__s0.75,classical,pooled_transfer,35,35,3,9,19,93.38807521318576,155.06666445357394,0.6328476371543317,113.44776345449209,278.0,449.08923936890034,61.54289185931667,61.54289185931667
pooled_transfer__tsb_a0.10_b0.10__w36,classical__s0.75,pooled_transfer__tsb_a0.10_b0.10__w36__classical__s0.75,classical,pooled_transfer,35,35,2,9,18,99.69510572780895,149.41684696441266,0.6124785224328867,109.6152537732553,278.0,428.2118768747348,54.03304923551612,54.03304923551612
pooled_transfer__tsb_a0.10_b0.10__w48,classical__s0.75,pooled_transfer__tsb_a0.10_b0.10__w48__classical__s0.75,classical,pooled_transfer,35,35,2,9,18,99.69510572780895,149.41684696441266,0.6124785224328867,109.6152537732553,278.0,428.2118768747348,54.03304923551612,54.03304923551612
pooled_transfer__tsb_a0.10_b0.20__w36,classical__s0.75,pooled_transfer__tsb_a0.10_b0.20__w36__classical__s0.75,classical,pooled_transfer,35,35,1,9,17,100.07070206896078,129.35057763722642,0.5031339989287832,106.39722095021254,278.0,400.70400690615594,44.138131980631634,44.138131980631634
pooled_transfer__tsb_a0.10_b0.20__w48,classical__s0.75,pooled_transfer__tsb_a0.10_b0.20__w48__classical__s0.75,classical,pooled_transfer,35,35,1,9,17,100.07070206896078,129.35057763722642,0.5031339989287832,106.39722095021254,278.0,400.70400690615594,44.138131980631634,44.138131980631634
pooled_transfer__tsb_a0.10_b0.40__w36,classical__s0.75,pooled_transfer__tsb_a0.10_b0.40__w36__classical__s0.75,classical,pooled_transfer,35,35,1,5,19,96.3762732721148,130.3339823210843,0.5206029778922618,111.224685913561,278.0,380.58054408556876,36.899476289772934,36.899476289772934
pooled_transfer__tsb_a0.10_b0.40__w48,classical__s0.75,pooled_transfer__tsb_a0.10_b0.40__w48__classical__s0.75,classical,pooled_transfer,35,35,1,5,19,96.3762732721148,130.3339823210843,0.5206029778922618,111.224685913561,278.0,380.58054408556876,36.899476289772934,36.899476289772934
pooled_transfer__tsb_a0.20_b0.05__w36,classical__s0.75,pooled_transfer__tsb_a0.20_b0.05__w36__classical__s0.75,classical,pooled_transfer,35,35,2,10,24,88.08516069727855,115.98578530751637,0.452952731828592,99.08275064793905,278.0,393.42023874148117,41.51807148974143,41.51807148974143
pooled_transfer__tsb_a0.20_b0.05__w48,classical__s0.75,pooled_transfer__tsb_a0.20_b0.05__w48__classical__s0.75,classical,pooled_transfer,35,35,2,10,24,88.08516069727855,115.98578530751637,0.452952731828592,99.08275064793905,278.0,393.42023874148117,41.51807148974143,41.51807148974143
pooled_transfer__tsb_a0.20_b0.10__w36,classical__s0.75,pooled_transfer__tsb_a0.20_b0.10__w36__classical__s0.75,classical,pooled_transfer,35,35,2,9,22,87.825336138911,109.77156797634392,0.44244170030992125,96.42344816809776,278.0,376.3220796951385,35.36765456659658,35.36765456659658
pooled_transfer__tsb_a0.20_b0.10__w48,classical__s0.75,pooled_transfer__tsb_a0.20_b0.10__w48__classical__s0.75,classical,pooled_transfer,35,35,2,9,22,87.825336138911,109.77156797634392,0.44244170030992125,96.42344816809776,278.0,376.3220796951385,35.36765456659658,35.36765456659658
pooled_transfer__tsb_a0.20_b0.20__w36,classical__s0.75,pooled_transfer__tsb_a0.20_b0.20__w36__classical__s0.75,classical,pooled_transfer,35,35,1,9,22,86.4950245414147,113.5529073285021,0.42440082372209764,95.76283886040157,278.0,353.79862500617367,27.265692448263906,27.265692448263906
pooled_transfer__tsb_a0.20_b0.20__w48,classical__s0.75,pooled_transfer__tsb_a0.20_b0.20__w48__classical__s0.75,classical,pooled_transfer,35,35,1,9,22,86.4950245414147,113.5529073285021,0.42440082372209764,95.76283886040157,278.0,353.79862500617367,27.265692448263906,27.265692448263906
pooled_transfer__tsb_a0.20_b0.40__w36,classical__s0.75,pooled_transfer__tsb_a0.20_b0.40__w36__classical__s0.75,classical,pooled_transfer,35,35,2,5,21,91.81445902112439,113.26632285612811,0.49382580623136574,101.28243562613795,278.0,336.42205111898045,21.01512630179153,21.01512630179153
pooled_transfer__tsb_a0.20_b0.40__w48,classical__s0.75,pooled_transfer__tsb_a0.20_b0.40__w48__classical__s0.75,classical,pooled_transfer,35,35,2,5,21,91.81445902112439,113.26632285612811,0.49382580623136574,101.28243562613795,278.0,336.42205111898045,21.01512630179153,21.01512630179153
pooled_transfer__tsb_a0.40_b0.05__w36,classical__s0.75,pooled_transfer__tsb_a0.40_b0.05__w36__classical__s0.75,classical,pooled_transfer,35,35,3,15,26,78.9139636061973,98.53333677539675,0.39604258086614563,90.33399244962052,278.0,345.94385725896586,24.44023642408844,24.44023642408844
pooled_transfer__tsb_a0.40_b0.05__w48,classical__s0.75,pooled_transfer__tsb_a0.40_b0.05__w48__classical__s0.75,classical,pooled_transfer,35,35,3,15,26,78.9139636061973,98.53333677539675,0.39604258086614563,90.33399244962052,278.0,345.94385725896586,24.44023642408844,24.44023642408844
pooled_transfer__tsb_a0.40_b0.10__w36,classical__s0.75,pooled_transfer__tsb_a0.40_b0.10__w36__classical__s0.75,classical,pooled_transfer,35,35,3,13,26,77.36990398930335,99.07179900009365,0.38144181490599616,88.71359867805135,278.0,331.5100548465169,19.248221167811828,19.248221167811828
pooled_transfer__tsb_a0.40_b0.10__w48,classical__s0.75,pooled_transfer__tsb_a0.40_b0.10__w48__classical__s0.75,classical,pooled_transfer,35,35,3,13,26,77.36990398930335,99.07179900009365,0.38144181490599616,88.71359867805135,278.0,331.5100548465169,19.248221167811828,19.248221167811828
pooled_transfer__tsb_a0.40_b0.20__w36,classical__s0.75,pooled_transfer__tsb_a0.40_b0.20__w36__classical__s0.75,classical,pooled_transfer,35,35,1,15,25,78.39946626059199,105.39277543982602,0.3887915373045476,89.67804857591035,278.0,313.3323409939971,12.709475177696797,12.709475177696797
pooled_transfer__tsb_a0.40_b0.20__w48,classical__s0.75,pooled_transfer__tsb_a0.40_b0.20__w48__classical__s0.75,classical,pooled_transfer,35,35,1,15,25,78.39946626059199,105.39277543982602,0.3887915373045476,89.67804857591035,278.0,313.3323409939971,12.709475177696797,12.709475177696797
pooled_transfer__tsb_a0.40_b0.40__w36,classical__s0.75,pooled_transfer__tsb_a0.40_b0.40__w36__classical__s0.75,classical,pooled_transfer,35,35,2,10,24,85.64826881962894,108.12106015452936,0.41387178507929046,94.06977816208985,278.0,299.0834180142181,7.583963314466951,7.583963314466951
pooled_transfer__tsb_a0.40_b0.40__w48,classical__s0.75,pooled_transfer__tsb_a0.40_b0.40__w48__classical__s0.75,classical,pooled_transfer,35,35,2,10,24,85.64826881962894,108.12106015452936,0.41387178507929046,94.06977816208985,278.0,299.0834180142181,7.583963314466951,7.583963314466951
